Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
33,tt2473794,2015-02-14,2015-02-14,,Mr. Turner,https://www.imdb.com/title/tt2473794/,movie,6.8,150,2014,"Biography, Drama, History",23204,2014-05-15,Mike Leigh
34,tt4044364,2015-02-14,2015-02-14,,Citizenfour,https://www.imdb.com/title/tt4044364/,movie,8.1,114,2014,"Documentary, Biography, News, Thriller",49440,2014-10-10,Laura Poitras
35,tt1935156,2015-02-14,2015-02-14,,Jodorowsky's Dune,https://www.imdb.com/title/tt1935156/,movie,8.1,90,2013,Documentary,19637,2013-05-18,Frank Pavich
36,tt2265171,2015-02-14,2015-02-14,,Serbuan Maut 2: Berandal,https://www.imdb.com/title/tt2265171/,movie,8.0,150,2014,"Action, Crime, Thriller",107365,2014-01-21,Gareth Evans
37,tt1791528,2015-02-14,2015-02-14,,Inherent Vice,https://www.imdb.com/title/tt1791528/,movie,6.7,148,2014,"Comedy, Crime, Drama, Mystery, Romance",87286,2014-10-04,Paul Thomas Anderson
38,tt2234003,2015-02-14,2015-02-14,,Calvary,https://www.imdb.com/title/tt2234003/,movie,7.4,102,2014,"Drama, Western",53351,2014-01-19,John Michael McDonagh
39,tt2305051,2015-02-14,2015-02-14,,Wild,https://www.imdb.com/title/tt2305051/,movie,7.1,115,2014,"Biography, Drama",113120,2014-08-29,Jean-Marc Vallée
40,tt2692904,2015-02-14,2015-02-14,,Locke,https://www.imdb.com/title/tt2692904/,movie,7.1,85,2013,Drama,124939,2013-09-02,Steven Knight
41,tt2802154,2015-02-14,2015-02-14,,Leviafan,https://www.imdb.com/title/tt2802154/,movie,7.6,140,2014,"Crime, Drama",45005,2014-05-23,Andrey Zvyagintsev
42,tt2980516,2015-02-14,2015-02-14,,The Theory of Everything,https://www.imdb.com/title/tt2980516/,movie,7.7,123,2014,"Biography, Drama, Romance",372292,2014-09-07,James Marsh
43,tt1605717,2015-02-14,2015-02-14,,Frank,https://www.imdb.com/title/tt1605717/,movie,7.0,95,2014,"Comedy, Drama, Music",71544,2014-01-17,Lenny Abrahamson
44,tt2235108,2015-02-14,2015-02-14,,Dear White People,https://www.imdb.com/title/tt2235108/,movie,6.1,108,2014,"Comedy, Drama, Romance",23734,2014-01-18,Justin Simien
45,tt2170593,2015-02-14,2015-02-14,,St. Vincent,https://www.imdb.com/title/tt2170593/,movie,7.2,102,2014,"Comedy, Drama",91083,2014-09-05,Theodore Melfi
46,tt2883512,2015-02-14,2015-02-14,,Chef,https://www.imdb.com/title/tt2883512/,movie,7.3,114,2014,"Adventure, Comedy, Drama",180656,2014-03-07,Jon Favreau
47,tt1872181,2015-02-14,2015-02-14,,The Amazing Spider-Man 2,https://www.imdb.com/title/tt1872181/,movie,6.6,142,2014,"Action, Adventure, Sci-Fi",398221,2014-04-10,Marc Webb
48,tt1587310,2015-02-14,2015-02-14,,Maleficent,https://www.imdb.com/title/tt1587310/,movie,7.0,97,2014,"Action, Adventure, Family, Fantasy, Romance",321496,2014-05-28,Robert Stromberg
49,tt2004420,2015-02-14,2015-02-14,,Neighbors,https://www.imdb.com/title/tt2004420/,movie,6.3,97,2014,Comedy,272058,2014-03-08,Nicholas Stoller
50,tt3169706,2015-02-14,2015-02-14,,Pride,https://www.imdb.com/title/tt3169706/,movie,7.8,119,2014,"Biography, Comedy, Drama, History, Romance",47998,2014-05-23,Matthew Warchus
51,tt1790864,2015-02-14,2015-02-14,,The Maze Runner,https://www.imdb.com/title/tt1790864/,movie,6.8,113,2014,"Action, Mystery, Sci-Fi, Thriller",396045,2014-09-11,Wes Ball
52,tt1959490,2015-02-14,2015-02-14,,Noah,https://www.imdb.com/title/tt1959490/,movie,5.8,138,2014,"Action, Adventure, Drama, Romance, Thriller",233380,2014-03-10,Darren Aronofsky
53,tt2788710,2015-02-14,2015-02-14,,The Interview,https://www.imdb.com/title/tt2788710/,movie,6.5,112,2014,"Action, Adventure, Comedy",292062,2014-12-11,"Evan Goldberg, Seth Rogen"
54,tt2872732,2015-02-14,2015-02-14,,Lucy,https://www.imdb.com/title/tt2872732/,movie,6.4,89,2014,"Action, Sci-Fi, Thriller",413982,2014-07-25,Luc Besson
55,tt1951265,2015-02-14,2015-02-14,,The Hunger Games: Mockingjay - Part 1,https://www.imdb.com/title/tt1951265/,movie,6.6,123,2014,"Action, Adventure, Sci-Fi, Thriller",389363,2014-11-10,Francis Lawrence
56,tt2937898,2015-02-14,2015-02-14,,A Most Violent Year,https://www.imdb.com/title/tt2937898/,movie,7.0,125,2014,"Action, Crime, Drama, Thriller",62013,2014-11-06,J.C. Chandor
57,tt2359024,2015-02-14,2015-02-14,,Blue Ruin,https://www.imdb.com/title/tt2359024/,movie,7.1,90,2013,"Crime, Drama, Thriller",60990,2013-05-17,Jeremy Saulnier
58,tt0455944,2015-02-14,2015-02-14,,The Equalizer,https://www.imdb.com/title/tt0455944/,movie,7.2,132,2014,"Action, Crime, Thriller",312047,2014-09-07,Antoine Fuqua
59,tt2784678,2015-02-14,2015-02-14,,Top Five,https://www.imdb.com/title/tt2784678/,movie,6.4,102,2014,"Comedy, Romance",25060,2014-09-06,Chris Rock
60,tt2639344,2015-02-14,2015-02-14,,Love Is Strange,https://www.imdb.com/title/tt2639344/,movie,6.7,94,2014,"Drama, Romance",11677,2014-01-18,Ira Sachs
61,tt2121382,2015-02-14,2015-02-14,,Turist,https://www.imdb.com/title/tt2121382/,movie,7.3,120,2014,"Comedy, Drama",43424,2014-05-18,Ruben Östlund
62,tt1109624,2015-02-14,2015-02-14,,Paddington,https://www.imdb.com/title/tt1109624/,movie,7.2,95,2014,"Adventure, Comedy, Family, Fantasy",88882,2014-11-23,Paul King
63,tt2910274,2015-02-14,2015-02-14,,Obvious Child,https://www.imdb.com/title/tt2910274/,movie,6.8,84,2014,"Comedy, Drama, Romance",22188,2014-01-17,Gillian Robespierre
64,tt2737050,2015-02-14,2015-02-14,,"Deux jours, une nuit",https://www.imdb.com/title/tt2737050/,movie,7.3,95,2014,Drama,42206,2014-05-20,"Luc Dardenne, Jean-Pierre Dardenne"
65,tt2326554,2015-02-14,2015-02-14,,A Girl Walks Home Alone at Night,https://www.imdb.com/title/tt2326554/,movie,7.0,101,2014,"Drama, Horror",27824,2014-01-19,Ana Lily Amirpour
66,tt2013293,2015-02-14,2015-02-14,,Kaze tachinu,https://www.imdb.com/title/tt2013293/,movie,7.8,126,2013,"Animation, Biography, Drama, History, Romance, War",63586,2013-07-20,Hayao Miyazaki
67,tt1972571,2015-02-14,2015-02-14,,A Most Wanted Man,https://www.imdb.com/title/tt1972571/,movie,6.8,122,2014,"Crime, Drama, Thriller",69182,2014-01-19,Anton Corbijn
68,tt1714915,2015-02-14,2015-02-14,,Only Lovers Left Alive,https://www.imdb.com/title/tt1714915/,movie,7.3,123,2013,"Comedy, Drama, Fantasy, Horror, Romance",84002,2013-05-25,Jim Jarmusch
69,tt2567712,2015-02-14,2015-02-14,,Starred Up,https://www.imdb.com/title/tt2567712/,movie,7.4,106,2013,"Crime, Drama",40532,2013-08-30,David Mackenzie
70,tt2400275,2015-02-14,2015-02-14,,Adieu au langage,https://www.imdb.com/title/tt2400275/,movie,5.9,70,2014,"Drama, Fantasy",5061,2014-05-21,Jean-Luc Godard
